Date,600000.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600023.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600038.SS,600048.SS,600050.SS,600058.SS,600060.SS,600066.SS,600068.SS,600079.SS,600085.SS,600089.SS,600100.SS,600104.SS,600108.SS,600109.SS,600111.SS,600115.SS,600118.SS,600143.SS,600150.SS,600153.SS,600157.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600221.SS,600252.SS,600256.SS,600267.SS,600271.SS,600276.SS,600277.SS,600309.SS,600315.SS,600316.SS,600332.SS,600340.SS,600348.SS,600352.SS,600362.SS,600369.SS,600372.SS,600373.SS,600383.SS,600395.SS,600398.SS,600406.SS,600415.SS,600436.SS,600485.SS,600489.SS,600497.SS,600498.SS,600516.SS,600518.SS,600519.SS,600535.SS,600547.SS,600549.SS,600570.SS,600578.SS,600583.SS,600585.SS,600588.SS,600597.SS,600600.SS,600633.SS,600637.SS,600642.SS,600648.SS,600649.SS,600655.SS,600660.SS,600663.SS,600664.SS,600674.SS,600688.SS,600690.SS,600703.SS,600705.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600809.SS,600827.SS,600832.SS,600837.SS,600839.SS,600863.SS,600867.SS,600873.SS,600875.SS,600880.SS,600886.SS,600887.SS,600893.SS,600900.SS,600998.SS,600999.SS,601006.SS,601009.SS,601018.SS,601088.SS,601098.SS,601111.SS,601117.SS,601118.SS,601158.SS,601166.SS,601168.SS,601169.SS,601179.SS,601186.SS,601216.SS,601225.SS,601231.SS,601258.SS,601727.SS,601766.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601888.SS,601898.SS,601899.SS,601901.SS,601928.SS,601929.SS,601933.SS,601939.SS,601958.SS,601988.SS,601989.SS,601992.SS,601998.SS,603000.SS,603288.SS,603699.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000024.SZ,000027.SZ,000039.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000333.SZ,000338.SZ,000400.SZ,000401.SZ,000402.SZ,000413.SZ,000423.SZ,000425.SZ,000503.SZ,000536.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000581.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000686.SZ,000709.SZ,000725.SZ,000728.SZ,000729.SZ,000750.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000825.SZ,000826.SZ,000831.SZ,000839.SZ,000858.SZ,000869.SZ,000876.SZ,000878.SZ,000883.SZ,000895.SZ,000898.SZ,000917.SZ,000937.SZ,000960.SZ,000963.SZ,000970.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002008.SZ,002024.SZ,002038.SZ,002051.SZ,002065.SZ,002081.SZ,002129.SZ,002142.SZ,002146.SZ,002153.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002292.SZ,002294.SZ,002304.SZ,002310.SZ,002344.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002400.SZ,002410.SZ,002415.SZ,002416.SZ,002422.SZ,002429.SZ,002450.SZ,002456.SZ,002465.SZ,002470.SZ,002475.SZ,002500.SZ,002570.SZ,002594.SZ,002603.SZ,002653.SZ,002673.SZ,300015.SZ,300017.SZ,300024.SZ,300027.SZ,300058.SZ,300070.SZ,300124.SZ,300133.SZ,300146.SZ,300251.SZ
2014-10-15,71.33,24.96,40.28,15.0,22.73,20.96,106.89,5.3,8.95,7.43,5.84,11.51,5.03,63.56,260.84,41.57,106.45,102.0,5.9,48.17,59.95,328.65,25.14,230.01,168.49,335.25,206.15,115.7,84.56,102.74,281.71,4.44,425.75,91.92,128.75,72.7,194.66,71.02,31.09,111.89,24.73,206.15,27.15,6.82,156.92,301.96,110.71,196.8,552.2,31.72,457.8,177.49,107.82,38.67,191.91,56.84,120.96,21.04,10.54,83.21,56.89,91.44,36.29,72.41,419.32,128.36,138.88,108.56,89.46,10.39,15.8,59.4,342.11,910.11,277.63,16.55,209.71,536.46,16.47,144.51,57.56,295.35,33.23,50.08,100.33,31.99,22.63,78.55,35.37,1333.6,448.74,65.42,58.63,139.13,9.83,227.0,182.65,18.83,218.99,462.86,426.4,106.81,635.61,125.85,58.62,85.92,10.92,210.33,4.33,48.61,339.78,5.55,40.27,317.29,245.19,762.24,94.11,17.52,18.41,16.44,10.33,14.87,3.66,19.87,15.68,4.78,6.64,8.35,7.17,34.93,7.67,12.88,4.96,5.94,26.78,6.14,30.67,15.78,6.36,5.76,5.2,20.5,3.18,9.88,3.3,37.74,5.78,4.65,6.41,10.71,13.43,31.8,5.62,11.32,3.85,10.99,7.03,5.82,96.23,74.2,20.65,7.62,1059.95,1042.61,97.4,89.49,49.49,319.46,244.66,289.81,187.96,194.48,8.25,47.74,281.74,52.3,83.19,151.03,29.87,180.27,35.01,360.0,107.79,255.02,41.35,827.54,282.48,118.97,491.36,94.95,161.41,324.69,84.13,15.32,71.02,1465.04,137.11,21.98,12.39,20.07,58.27,83.35,15.79,58.99,47.15,32.83,18.71,176.94,27.78,28.49,142.76,97.22,78.45,282.94,128.02,110.61,28.76,22.78,284.66,5.49,135.04,36.21,50.35,176.38,256.68,42.12,43.06,212.22,385.3,206.46,731.8,398.04,60.36,17.14,320.95,43.95,11.71,48.08,390.98,57.14,172.94,431.11,298.47,274.04,137.52,211.84,162.5,319.67,58.48,282.37,23.21,53.96,61.22,181.54,203.75,155.02,31.7,94.52,31.11,32.67,187.08,55.1,26.15,144.36,8.55,42.84,48.4,45.24,60.43,15.6,133.95,187.43,366.54,23.5,249.13,213.52,205.16,347.59,344.04,196.01
2014-10-16,71.93,24.65,39.77,14.58,22.67,21.02,107.33,5.3,8.82,7.42,5.77,11.5,5.01,62.75,259.69,41.45,101.29,100.1,5.95,47.38,58.4,321.53,25.31,227.98,166.7,329.95,198.53,115.93,83.72,100.18,275.44,4.36,415.87,93.43,126.58,71.2,190.32,70.36,31.43,111.35,24.31,206.64,26.79,6.73,154.29,296.64,109.08,194.41,537.5,30.53,460.52,173.24,104.31,38.24,186.99,55.67,118.41,20.84,10.54,80.9,56.71,90.18,35.79,74.12,408.19,125.58,137.39,104.89,90.05,10.39,15.8,57.12,336.19,910.11,275.47,16.55,205.42,524.0,16.22,142.13,56.81,293.21,32.91,49.98,99.49,31.99,22.4,77.08,35.41,1335.0,443.87,64.27,56.84,134.99,9.78,223.58,177.45,18.83,211.33,458.35,424.25,104.37,635.61,125.23,59.48,84.17,10.92,207.54,4.33,48.02,336.35,5.55,39.69,311.92,240.26,750.43,91.93,17.2,17.98,16.22,10.34,15.1,3.59,19.77,15.36,4.87,6.66,8.43,7.12,34.93,7.47,12.91,4.93,6.17,26.14,6.04,29.77,15.55,6.16,6.29,5.25,20.13,3.19,9.86,3.22,38.1,5.71,4.71,6.33,10.71,12.97,31.4,5.65,11.2,3.85,10.62,6.93,5.98,94.63,75.2,20.43,7.53,1064.13,1032.71,96.29,87.14,49.29,309.9,239.85,281.39,185.03,192.85,7.95,46.96,280.78,52.6,82.31,147.92,29.61,177.02,34.41,355.59,105.99,255.02,41.76,823.94,270.0,116.07,490.75,93.97,159.22,318.73,82.29,3.08,68.96,1456.76,138.94,21.48,11.98,20.02,58.02,80.9,15.79,58.76,45.83,32.23,18.71,174.72,27.08,27.47,143.35,95.75,75.58,281.83,127.04,108.83,28.35,22.36,281.19,5.35,135.78,35.65,48.54,178.09,250.26,41.37,41.76,214.47,367.25,202.2,700.21,400.44,60.05,17.14,317.71,42.92,11.81,47.5,379.27,56.42,173.23,423.27,294.69,268.47,135.21,206.08,162.47,315.9,57.72,279.25,23.21,53.04,60.44,178.17,198.81,158.14,31.2,96.2,30.33,32.67,183.32,53.15,25.25,143.52,8.38,42.12,47.98,44.57,59.37,15.07,131.89,184.37,357.49,23.5,239.05,214.03,201.5,341.47,335.88,194.26
2014-10-17,71.69,24.05,39.81,14.63,22.54,20.9,107.18,5.3,8.86,7.21,5.78,11.43,4.91,63.4,265.44,41.37,100.48,99.63,5.87,46.73,57.53,324.24,24.81,225.55,165.15,332.98,197.36,117.13,82.66,101.86,276.8,4.2,407.76,96.91,128.93,70.51,184.9,69.39,31.03,109.89,23.83,206.25,26.24,6.64,155.24,291.32,107.09,194.99,542.68,29.72,451.53,184.34,105.32,38.21,187.85,55.22,117.9,20.53,10.54,82.45,54.97,91.44,35.09,76.35,404.01,120.9,139.52,100.55,90.84,10.39,15.8,56.01,335.76,915.54,280.17,16.55,203.14,518.61,15.89,139.25,56.66,306.01,32.68,50.25,96.42,31.99,22.17,75.33,34.91,1318.2,456.4,63.37,54.15,136.48,9.67,224.63,178.04,18.83,213.28,453.55,432.22,103.14,629.01,126.61,61.42,82.9,10.92,209.77,4.33,47.15,328.82,5.55,39.26,304.12,242.16,759.82,90.94,17.26,17.48,16.36,10.3,15.13,3.46,19.5,15.4,4.74,6.6,8.29,6.99,34.84,7.33,12.81,4.81,6.08,26.34,5.85,29.01,15.08,5.96,6.24,5.17,19.79,3.16,9.82,3.13,38.99,5.66,4.65,6.43,10.71,13.11,31.04,5.65,11.08,3.85,10.57,6.8,5.86,93.05,77.34,21.43,7.32,1055.77,1036.67,98.88,88.25,48.31,305.78,235.65,277.41,183.75,191.54,8.0,45.98,282.69,53.03,81.69,147.01,29.17,177.02,34.84,351.47,104.67,255.13,40.87,830.7,269.27,116.39,493.77,93.87,154.83,321.63,85.68,3.08,68.15,1467.8,147.09,21.1,12.02,20.56,58.84,82.37,149.44,59.82,44.89,32.55,18.71,167.75,28.58,27.47,139.97,96.65,75.98,286.41,126.84,109.45,27.97,22.83,283.85,5.14,133.93,35.17,48.42,176.98,248.62,40.97,41.13,212.22,371.88,203.95,677.53,396.16,60.6,17.14,306.09,42.71,11.69,47.33,387.83,55.57,170.59,422.47,298.9,271.53,134.56,203.61,166.7,312.67,57.0,281.82,23.21,52.32,59.34,175.86,195.94,162.46,30.38,94.52,29.72,32.67,180.6,52.07,25.29,140.92,8.53,41.52,47.92,43.59,59.18,15.26,128.82,182.03,365.05,23.5,240.94,213.52,202.57,335.96,330.48,188.07
2014-10-20,71.99,24.44,40.04,14.58,22.52,20.98,107.48,5.3,8.9,7.27,5.78,11.45,4.89,63.2,264.67,41.45,100.25,99.47,5.85,47.1,58.61,324.07,24.92,228.63,167.6,335.63,202.83,116.44,85.92,100.62,275.94,4.2,412.11,96.61,127.09,73.51,185.98,69.71,31.09,110.34,23.97,209.02,26.18,6.73,157.77,294.16,108.54,202.23,535.12,30.09,448.4,183.67,106.0,38.49,186.21,55.41,118.26,20.56,10.54,81.72,55.77,91.13,35.15,75.78,410.97,123.33,141.24,104.39,90.94,10.39,15.8,56.59,340.57,908.07,280.3,16.55,206.36,523.62,16.06,139.76,57.23,325.85,32.86,50.49,98.05,31.99,22.24,75.97,35.32,1319.6,469.28,63.54,54.6,139.76,9.71,227.52,181.12,18.83,218.43,450.73,435.9,104.73,629.01,125.39,60.53,83.57,10.92,210.33,4.33,47.44,328.82,5.55,39.81,313.87,244.43,755.58,90.87,17.4,18.0,16.57,10.38,15.1,3.61,19.56,15.48,4.7,6.62,8.46,7.04,35.16,7.38,12.81,4.82,6.1,26.37,5.89,29.26,15.58,6.08,6.15,5.18,19.89,3.17,9.83,3.18,38.5,5.68,4.68,6.56,10.71,13.13,31.28,5.66,11.26,3.86,10.65,6.92,5.99,94.03,77.24,21.55,7.45,1060.99,1036.67,98.65,88.44,48.62,307.26,237.75,282.79,185.97,190.89,8.1,46.47,282.21,53.1,82.42,147.71,29.39,176.55,34.84,359.72,105.27,260.25,41.08,835.89,269.82,116.54,492.56,95.38,156.4,334.0,88.32,3.08,68.77,1465.5,145.55,21.26,12.11,21.41,59.5,82.95,145.41,59.73,44.97,32.6,18.71,168.45,29.86,27.04,140.49,95.63,76.14,283.91,128.46,110.92,28.05,22.83,285.26,5.29,137.27,35.41,49.11,184.06,252.35,41.17,41.42,219.8,374.24,17.65,684.01,400.01,61.27,17.14,319.59,42.77,11.74,47.54,407.87,56.11,179.71,433.99,27.28,266.15,135.21,209.6,167.3,314.28,58.24,282.37,23.21,54.24,60.84,178.45,198.96,164.22,30.74,95.6,30.03,32.67,181.8,52.4,26.05,142.94,8.61,41.74,48.25,45.8,61.18,15.25,131.03,184.58,366.86,23.5,240.94,214.81,204.44,332.29,332.76,190.01
2014-10-21,71.27,24.15,39.56,14.21,22.57,20.92,106.59,5.3,8.84,7.97,5.78,11.38,4.89,62.91,259.31,41.37,99.34,98.52,5.75,46.26,57.89,324.41,24.36,223.76,165.56,331.47,200.29,114.85,83.4,97.98,270.53,4.22,400.25,95.25,121.29,75.13,181.64,68.84,31.03,109.43,23.91,207.34,25.57,6.61,156.92,297.0,108.05,199.19,546.88,29.61,441.08,187.61,101.53,37.61,184.71,54.83,114.4,20.27,10.54,81.8,55.41,90.71,34.49,73.49,399.84,121.94,135.65,102.18,91.24,10.39,15.8,55.0,336.63,915.95,274.85,16.55,200.25,530.3,16.09,136.36,56.9,316.17,32.5,50.06,99.98,31.99,22.4,76.23,35.32,1339.21,465.8,63.01,53.0,138.9,9.76,223.97,179.46,18.83,212.86,445.09,434.68,103.14,631.21,125.31,60.19,82.6,10.92,209.95,4.33,47.73,338.63,5.55,39.36,307.53,249.35,748.61,89.35,17.96,17.3,16.62,10.39,14.73,3.57,19.52,15.26,4.68,6.48,8.2,6.92,34.8,7.59,12.69,4.77,6.05,25.89,5.69,28.83,15.35,5.91,6.09,5.14,19.56,3.15,9.81,3.11,37.39,5.63,4.67,6.46,10.71,12.84,31.24,5.62,11.04,3.85,10.67,6.82,5.86,94.05,75.42,21.92,7.34,1052.63,1023.79,98.58,86.83,48.88,302.15,235.35,282.79,182.23,189.25,7.95,45.49,277.91,52.4,81.89,145.24,28.88,175.16,34.28,347.06,104.31,255.13,40.35,822.64,262.3,114.59,489.74,94.4,152.96,327.74,86.66,3.08,67.21,1453.08,144.0,21.26,11.84,21.04,59.0,83.54,137.68,59.36,44.34,32.74,18.71,170.26,29.3,26.71,140.88,92.78,76.94,281.69,127.38,108.83,27.38,22.95,285.18,5.08,137.42,34.85,48.42,179.01,249.66,40.67,40.54,215.18,360.48,17.65,686.44,388.64,60.6,17.14,318.39,42.43,11.62,46.75,403.89,56.78,179.49,425.35,27.28,269.82,135.14,211.33,167.51,316.97,57.84,276.6,23.21,54.36,59.76,173.61,196.9,162.3,14.97,94.73,29.62,32.67,178.6,52.07,27.45,151.28,8.56,41.52,47.36,44.3,60.53,15.2,127.96,181.45,362.5,23.5,231.4,213.95,200.78,327.6,331.32,187.33
2014-10-22,71.27,23.84,39.49,13.79,22.67,20.84,106.59,5.3,8.78,7.75,5.75,11.38,4.82,62.3,254.34,41.33,99.89,98.36,5.73,44.87,58.04,324.75,23.47,220.19,161.09,329.95,195.79,114.96,80.25,98.58,267.09,4.1,405.39,92.83,121.6,75.48,180.2,68.41,30.42,109.34,23.45,203.28,25.08,6.56,153.76,295.58,108.24,199.63,541.7,29.2,433.97,182.46,106.45,36.75,182.28,53.59,112.37,20.12,10.54,81.55,53.42,87.55,34.23,72.6,385.69,123.15,131.9,103.72,89.26,10.39,15.8,54.05,328.09,919.12,267.17,16.55,196.63,525.29,15.93,136.53,56.9,314.21,31.62,49.88,96.02,31.99,22.14,75.44,35.18,1302.8,461.62,62.52,53.07,136.94,9.62,223.45,176.62,18.83,210.77,436.34,438.66,102.72,629.01,127.92,60.22,82.0,10.92,207.91,4.33,47.0,347.08,5.55,38.7,303.14,245.57,736.49,92.21,17.99,16.86,16.32,10.39,14.73,3.5,19.53,15.32,4.65,6.34,7.92,6.89,34.93,7.48,12.77,4.66,6.06,25.12,5.74,28.53,15.0,5.8,6.15,5.08,19.52,3.15,9.8,3.05,37.26,5.57,4.58,6.33,10.71,12.45,31.44,5.62,10.9,3.86,10.78,6.69,5.86,90.89,75.8,22.16,7.34,1053.68,1021.8,96.88,84.97,48.26,302.97,233.25,273.19,182.46,188.28,7.8,45.13,275.99,53.03,82.0,145.03,28.94,175.39,33.38,338.72,103.83,245.12,38.91,802.06,261.56,111.85,485.92,92.85,153.58,316.44,87.57,3.08,66.03,1454.92,141.33,20.88,11.65,21.14,58.27,82.07,136.91,58.44,44.03,32.04,18.71,164.97,28.87,26.71,138.29,92.49,78.53,279.33,126.81,106.59,27.1,22.91,286.59,5.03,133.85,34.45,47.43,178.06,240.85,40.42,40.47,208.31,353.6,17.65,680.77,385.13,59.05,17.14,313.26,41.59,11.72,47.08,388.38,55.8,181.26,423.11,304.95,270.07,131.1,206.83,167.75,311.23,56.64,273.56,23.21,53.4,58.4,171.64,199.62,163.82,31.34,94.58,29.39,32.67,176.36,51.92,26.71,148.24,8.29,40.97,47.35,43.35,58.83,15.21,127.24,181.31,357.81,23.5,232.12,211.23,195.11,330.76,326.04,185.76
2014-10-23,71.09,23.66,39.28,13.42,22.73,20.68,106.3,5.3,8.68,7.66,5.64,11.3,4.7,61.41,250.13,41.45,98.19,97.25,5.64,43.99,58.1,326.44,23.02,214.67,158.81,317.85,189.73,114.11,81.93,97.62,260.71,3.97,410.92,90.1,123.92,77.1,174.05,68.73,30.19,108.06,22.85,200.12,24.66,6.41,151.76,286.01,105.46,197.02,537.22,28.86,428.12,177.8,107.33,36.26,179.36,52.68,113.39,19.87,10.54,79.61,52.44,85.13,33.6,71.39,380.36,121.24,132.52,106.07,86.59,10.39,15.8,52.77,317.58,918.97,263.58,16.55,197.43,514.24,15.64,133.65,56.33,314.86,31.73,49.22,91.67,31.99,21.85,74.51,34.37,1267.79,451.87,61.52,52.04,131.0,9.33,222.0,178.27,18.83,206.32,430.13,429.46,101.74,618.01,129.0,57.79,79.65,10.92,206.98,4.33,45.54,342.52,5.55,38.49,293.87,245.19,719.22,91.71,18.1,16.61,16.17,10.22,15.08,3.42,19.27,14.89,4.53,6.34,8.21,6.76,35.13,7.27,12.8,4.57,6.15,24.8,5.85,28.35,14.15,5.63,6.36,5.12,19.06,3.12,9.71,2.96,37.28,5.54,4.46,6.29,10.71,12.19,31.24,5.62,10.77,3.85,10.55,6.52,5.84,88.97,73.96,21.84,7.26,1068.31,1011.9,95.93,83.18,47.7,296.87,228.74,272.73,182.93,186.64,8.0,43.84,271.69,52.73,81.04,144.25,28.18,175.39,32.56,333.49,101.91,244.67,37.84,784.64,263.77,112.16,479.47,92.69,148.88,311.55,86.89,14.06,64.53,1456.76,143.16,20.44,11.65,21.34,57.36,80.61,131.76,58.3,43.57,31.3,18.71,159.96,28.99,25.26,134.52,93.88,78.13,275.72,124.85,105.28,26.33,22.15,284.0,4.85,130.36,34.01,45.56,174.44,241.15,40.07,39.47,208.07,357.66,17.65,660.52,388.12,60.14,17.14,304.38,41.19,11.75,45.66,380.38,55.53,176.22,409.99,297.93,272.33,131.76,207.29,163.46,306.74,56.2,267.0,23.21,53.12,57.56,165.47,197.93,161.18,29.94,93.2,28.64,32.67,170.84,16.74,25.95,148.28,8.17,40.39,47.35,42.39,58.37,15.62,129.45,182.88,352.17,23.5,226.9,203.19,197.84,328.01,321.24,186.5
2014-10-24,70.67,23.58,39.32,13.61,22.6,20.62,106.15,5.3,8.67,7.48,5.58,11.27,4.65,60.89,247.83,41.33,98.17,97.41,5.65,44.22,56.96,327.12,23.3,215.64,159.3,319.36,191.3,113.88,81.51,98.46,261.94,3.93,403.81,90.4,120.75,81.6,173.33,68.73,30.19,108.24,23.03,198.93,25.08,6.41,151.76,280.69,104.25,200.42,539.32,29.09,424.36,178.92,103.7,36.49,179.36,52.42,113.39,19.88,10.54,77.51,53.96,86.18,33.57,71.26,374.79,118.64,129.83,108.06,86.0,10.39,15.8,53.14,321.3,918.1,263.89,16.55,203.07,512.57,15.64,134.5,55.82,323.72,31.51,49.15,92.41,31.99,21.88,75.31,34.06,1277.59,450.13,64.23,51.72,133.04,9.26,223.71,183.36,18.83,207.01,429.0,426.4,101.25,613.61,128.61,56.43,79.83,10.92,205.31,4.33,45.4,347.77,5.55,38.75,296.07,246.32,735.88,91.15,18.01,16.81,16.09,10.24,15.15,3.44,19.25,15.15,4.47,6.19,8.23,6.77,35.16,7.24,12.75,4.58,6.11,24.48,5.61,28.7,14.25,5.72,6.27,5.05,19.05,3.11,9.71,2.94,37.43,5.53,4.49,6.2,10.71,12.27,32.48,5.61,10.74,3.84,10.27,6.5,5.81,89.83,73.56,21.41,7.17,1062.04,1010.9,92.76,82.93,47.75,299.18,229.34,270.15,184.33,186.97,7.9,44.35,270.25,52.03,80.73,144.68,28.24,176.32,32.13,328.26,101.31,245.01,38.15,777.44,262.48,112.39,478.66,92.99,150.14,314.0,86.66,13.66,65.09,1446.63,140.48,20.49,11.52,20.64,57.28,79.04,129.53,58.07,43.49,31.11,18.71,163.86,28.64,25.15,133.42,94.53,74.15,272.11,123.74,105.74,26.46,22.19,271.65,4.84,131.4,33.97,46.1,176.49,240.7,39.77,39.3,204.52,358.68,17.65,655.66,368.79,59.44,17.14,315.83,41.36,11.78,45.71,406.05,55.84,170.99,427.27,299.44,285.18,133.22,212.48,156.06,308.36,56.56,273.56,23.21,53.32,57.2,167.01,200.88,160.38,29.42,93.14,28.71,32.67,173.24,16.74,25.41,148.46,8.18,40.13,47.46,42.43,58.32,15.37,128.59,167.55,354.83,23.5,228.97,200.47,200.21,327.19,324.6,186.96
2014-10-27,69.41,24.0,39.58,13.51,22.15,20.33,104.82,5.3,8.59,7.52,5.51,11.22,4.73,59.47,248.6,40.56,99.51,94.88,5.6,44.45,57.99,321.87,23.19,217.27,159.95,321.63,190.71,112.68,81.3,93.1,260.95,3.95,407.37,90.55,120.84,80.33,170.44,68.73,29.91,107.79,22.67,199.82,25.39,6.44,153.23,276.79,104.55,202.45,552.76,29.12,427.08,179.24,106.49,36.62,180.43,52.55,110.84,19.92,10.54,78.1,54.1,85.76,33.82,70.05,378.5,120.2,130.84,106.15,86.39,10.39,15.8,53.78,322.18,911.04,264.38,16.55,204.14,519.77,15.61,136.53,55.07,320.11,30.96,48.22,92.71,31.99,21.85,73.9,34.06,1292.99,449.44,63.08,52.17,126.23,9.22,223.97,180.64,18.83,209.66,429.28,425.17,101.62,615.81,125.77,58.15,80.67,10.92,200.12,4.33,45.25,367.17,5.55,38.93,294.6,238.75,747.7,92.96,17.77,16.77,15.6,10.14,14.68,3.45,18.99,15.37,4.53,6.14,8.3,6.81,34.42,7.26,12.56,4.67,6.22,24.93,5.51,29.85,14.6,5.69,5.8,4.96,18.91,3.08,9.69,2.91,37.08,5.46,4.46,5.98,10.71,12.38,32.52,5.55,10.72,3.78,10.04,6.51,5.6,89.27,73.32,21.49,7.18,1045.31,980.18,94.6,80.52,47.85,305.12,233.85,267.58,184.92,182.73,7.95,44.25,269.29,50.9,79.31,146.37,28.31,173.54,31.58,335.05,102.15,245.8,37.99,784.93,259.55,108.25,480.68,94.5,152.33,313.23,87.63,13.7,65.22,1407.97,132.05,20.44,11.42,20.3,57.53,76.89,131.25,56.32,43.88,29.76,18.71,164.0,29.16,25.42,136.99,91.68,74.47,273.09,124.28,105.43,26.51,22.19,248.15,4.93,132.89,34.01,46.58,178.49,240.55,39.82,39.46,204.4,364.66,17.65,663.76,365.46,59.32,17.14,321.12,41.53,11.5,45.0,414.88,57.37,174.49,428.71,293.61,286.83,132.14,214.03,160.82,312.85,56.36,275.12,23.21,53.6,59.06,170.1,195.94,158.14,29.58,94.04,28.85,32.67,174.04,16.74,25.83,149.03,8.08,40.37,46.81,42.99,58.67,14.13,131.8,158.58,344.93,23.5,237.25,203.91,202.22,322.09,330.0,185.76
2014-10-28,70.13,24.36,40.42,13.88,22.39,20.45,105.71,5.3,8.7,7.7,5.68,11.33,4.86,61.05,253.19,41.02,103.15,97.89,5.72,45.2,59.18,324.07,23.86,218.97,161.82,329.57,198.14,114.16,83.09,96.94,266.36,4.2,427.92,92.22,131.65,81.37,176.22,69.71,30.64,109.79,23.21,201.21,25.63,6.56,155.97,284.59,106.24,206.0,558.77,30.2,435.86,171.58,111.69,37.07,182.28,53.46,112.95,20.18,10.54,82.03,54.79,87.44,34.49,71.07,387.08,123.15,132.58,107.41,87.78,10.39,15.8,55.53,326.56,917.38,268.78,16.55,207.5,522.46,15.96,138.23,55.88,324.7,31.14,48.93,94.44,31.99,22.11,75.38,34.87,1329.4,453.96,64.7,53.26,128.81,9.42,226.21,185.14,18.83,213.42,438.88,438.97,102.9,624.61,128.07,58.71,81.76,10.92,204.57,4.33,46.27,377.45,5.55,41.31,301.92,245.57,744.07,97.01,18.06,17.2,16.16,10.37,15.03,3.55,19.25,15.51,4.66,6.33,8.49,6.91,34.87,7.39,12.74,4.9,6.77,26.21,5.74,30.01,14.8,6.21,5.8,5.19,19.33,3.11,9.77,3.06,37.61,5.55,4.55,6.14,10.71,12.67,33.0,5.6,10.98,3.82,10.49,6.7,5.68,91.47,75.66,22.69,7.32,1060.99,1003.97,96.74,83.3,48.72,310.23,236.85,275.77,187.96,187.3,8.1,45.13,273.6,51.63,80.96,148.56,28.79,177.25,32.56,338.35,104.43,248.19,39.0,795.58,271.47,114.9,484.3,95.45,155.77,331.71,88.09,14.1,66.78,1422.7,138.66,20.82,11.7,22.09,58.1,79.24,138.2,57.84,44.5,31.06,18.71,166.08,29.57,27.52,139.0,94.45,76.06,276.0,126.23,107.67,27.2,22.61,248.52,5.16,133.56,34.61,47.24,178.52,245.03,40.42,40.45,207.84,368.38,17.65,675.91,367.17,60.6,17.14,324.54,42.17,11.68,45.87,441.98,58.4,178.17,439.11,298.04,286.77,134.41,219.91,158.66,315.9,57.12,277.85,88.26,54.24,60.0,181.47,200.58,162.94,29.98,96.59,29.49,32.67,175.96,16.74,27.06,150.79,8.38,41.14,47.43,43.94,60.21,14.73,134.48,164.32,358.24,23.5,241.57,208.29,204.23,331.58,335.04,190.38
